"comid","variable","n_years","value_mean","ols_slope","ols_pvalue","mk_tau","mk_pvalue","sen_slope","sen_slope_rel","trend_direction"
620863137,"population",9,150.67759958903,3.81708971659343,5.46627643834337e-08,1,0.000263260802703515,19.0745399792989,12.6591743107962,"aumento"
620863139,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620863139,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620864482,"pop_density",9,2.30207208169746,0.0191533545700474,1.80717327087361e-06,1,0.000263260802703515,0.0868742665487675,3.7737422402825,"aumento"
620864482,"population",9,31.8860952589247,0.265293903350829,1.80717327087387e-06,1,0.000263260802703515,1.20329904556274,3.77374224028244,"aumento"
620864508,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620864508,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620864513,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620864513,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620864518,"pop_density",9,7.50061977340645,0.211494186596834,1.04964351294072e-07,1,0.000263260802703515,1.06013365805158,14.1339474613858,"aumento"
620864518,"population",9,116.766408284505,3.29245012919109,1.04964351294086e-07,1,0.000263260802703515,16.5037027994792,14.1339474613858,"aumento"
620865871,"pop_density",9,8.25397830897841,0.193026665137526,5.2962889648169e-08,1,0.000263260802703515,0.958337709090531,11.6106157929696,"aumento"
620865871,"population",9,116.788131713867,2.73119491577148,5.29628896481641e-08,1,0.000263260802703515,13.5598212650844,11.6106157929696,"aumento"
620865922,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620865922,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620867267,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620867267,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620867284,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620867284,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620868630,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620868630,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620868655,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620868655,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620870019,"pop_density",9,4.49844939041709,0.0432579976372147,1.55819460276058e-06,1,0.000263260802703515,0.19685084895016,4.37597118174777,"aumento"
620870019,"population",9,63.7068663703071,0.612618090311687,1.55819460276066e-06,1,0.000263260802703515,2.78779411315917,4.37597118174772,"aumento"
620870031,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620870031,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620871330,"pop_density",9,366.327467019937,6.1098355898361,5.35982438611279e-09,1,0.000263260802703515,30.8560371531862,8.42307496191841,"aumento"
620871330,"population",9,5938.94227430556,99.0533447265625,5.35982438611296e-09,1,0.000263260802703515,500.241559709821,8.42307496191845,"aumento"
620871382,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620871382,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620872713,"pop_density",9,357.981872964858,4.90036160308544,2.21756947964099e-10,1,0.000263260802703515,24.5681282993519,6.8629531701913,"aumento"
620872713,"population",9,10796.7770182292,147.795504557292,2.21756947964076e-10,1,0.000263260802703515,740.977750651042,6.86295317019128,"aumento"
620872747,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620872747,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620874089,"pop_density",9,884.374237230323,10.7863673768276,1.20004916988512e-08,1,0.000263260802703515,52.185197439641,5.90080479990849,"aumento"
620874089,"population",9,5681.67664930556,69.2971923828125,1.2000491698849e-08,1,0.000263260802703515,335.2646484375,5.90080479990845,"aumento"
620874123,"pop_density",9,0.477335378139796,0.00546440279407104,2.15132720096647e-06,1,0.000263260802703515,0.0272231163482546,5.70314240154264,"aumento"
620874123,"population",9,14.7896069420708,0.169307311375937,2.15132720096644e-06,1,0.000263260802703515,0.843472344534746,5.70314240154271,"aumento"
620874129,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620874129,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620874138,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620874138,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620875461,"pop_density",9,93.8833435118467,1.19848833594438,1.22644437494595e-09,1,0.000263260802703515,5.88953636631948,6.27324948815475,"aumento"
620875461,"population",9,2244.8597547743,28.657247721354,1.22644437494648e-09,1,0.000263260802703515,140.825653076172,6.27324948815478,"aumento"
620875503,"pop_density",9,11.7206073235582,0.35702511526559,9.901580972425e-08,1,0.000263260802703515,1.87548968714269,16.0016425375244,"aumento"
620875503,"population",9,265.651841057671,8.0921044921875,9.90158097242334e-08,1,0.000263260802703515,42.508658000401,16.0016425375244,"aumento"
620875505,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620875505,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620875514,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620875514,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620876832,"pop_density",9,108.291416338475,1.68296481053485,8.07368303455605e-09,1,0.000263260802703515,8.57728938033302,7.92056256197066,"aumento"
620876832,"population",9,126.645118713379,1.96820103963216,8.0736830345499e-09,1,0.000263260802703515,10.0310058593755,7.92056256197088,"aumento"
620876837,"pop_density",9,72.0228546201966,0.885199014839785,6.32454672519832e-10,1,0.000263260802703515,4.49792660554024,6.24513792081624,"aumento"
620876837,"population",9,1478.4254828559,18.1706319173177,6.32454672519883e-10,1,0.000263260802703515,92.3297104608433,6.24513792081616,"aumento"
620876864,"pop_density",9,488.649183112954,5.05743165944175,3.17429865434373e-09,1,0.000263260802703515,25.2844691640579,5.17436026455267,"aumento"
620876864,"population",9,9536.65440538195,98.7026676432291,3.17429865434338e-09,1,0.000263260802703515,493.460856119792,5.17436026455263,"aumento"
620876879,"pop_density",9,7.60563270436963,0.282045551605564,3.26247940048627e-06,1,0.000263260802703515,1.46271135559409,19.2319483789129,"aumento"
620876879,"population",9,189.647731357151,7.03285329182942,3.26247940048617e-06,1,0.000263260802703515,36.4729537963867,19.231948378913,"aumento"
620876890,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620876890,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620878225,"pop_density",9,1601.71682725318,22.5143106802061,1.25130698597319e-08,1,0.000263260802703515,112.147462295618,7.00170344641648,"aumento"
620878225,"population",9,1138.16042751736,15.9983943684895,1.25130698597308e-08,1,0.000263260802703515,79.6906178792314,7.00170344641647,"aumento"
620878240,"pop_density",9,303.828691426032,3.12600549746715,3.5081732920669e-09,1,0.000263260802703515,15.4462788584696,5.08387762392414,"aumento"
620878240,"population",9,11779.9086371528,121.200071614583,3.50817329206704e-09,1,0.000263260802703515,598.876139322917,5.08387762392414,"aumento"
620878265,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620878265,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620878266,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620878266,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620878271,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620878271,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620878292,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620878292,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620879614,"pop_density",9,56.012019659498,0.75003394567692,4.33403248368992e-09,1,0.000263260802703515,3.85169070498081,6.87654315697877,"aumento"
620879614,"population",9,1250.38038465712,16.743330078125,4.33403248369295e-09,1,0.000263260802703515,85.9829467773442,6.8765431569788,"aumento"
620879669,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620879669,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620880958,"pop_density",9,0.0883347318097003,0.00118100534129789,0.133470179301639,0.5,0.0763327403763572,0.00708818071346616,8.0242284866345,"sin tendencia"
620880958,"population",9,0.067645721965366,0.000904400311410425,0.13347017930164,0.5,0.0763327403763572,0.00542804729193448,8.02422848663452,"sin tendencia"
620880990,"pop_density",9,68.0378100991637,0.913609742439185,3.69736734468988e-09,1,0.000263260802703515,4.63351697618138,6.81020886684642,"aumento"
620880990,"population",9,817.537258572049,10.9778666178386,3.69736734468744e-09,1,0.000263260802703515,55.6759948730469,6.81020886684643,"aumento"
620881020,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620881020,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620881023,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620881023,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620881032,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620881032,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620881045,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620881045,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620882366,"pop_density",9,120.274574529546,1.40151625044822,1.26301092620786e-10,1,0.000263260802703515,7.05379211273626,5.86474085676641,"aumento"
620882366,"population",9,594.058451334635,6.92234893798827,1.26301092620925e-10,1,0.000263260802703515,34.8399887084962,5.86474085676641,"aumento"
620882396,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620882396,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620882399,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620882399,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620882400,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620882400,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620882403,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620882403,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620882421,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620882421,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620883720,"pop_density",9,394.284679903555,5.07285489601944,1.41388813149294e-08,1,0.000263260802703515,25.3393476008945,6.4266629905815,"aumento"
620883720,"population",9,2359.29252115885,30.3545869954427,1.41388813149319e-08,1,0.000263260802703515,151.62377929688,6.42666299058179,"aumento"
620883742,"pop_density",9,256.503306941687,2.86132200899404,3.31687376229992e-09,1,0.000263260802703515,14.3132280982415,5.58013394404129,"aumento"
620883742,"population",9,2663.16200086806,29.7078588867187,3.31687376229896e-09,1,0.000263260802703515,148.608006795247,5.58013394404128,"aumento"
620883766,"pop_density",9,155.860492328716,1.08776578732524,5.92992763638466e-05,1,0.000263260802703515,4.73097011314313,3.03538763573602,"aumento"
620883766,"population",9,5192.58355034722,36.2395540364583,5.92992763638592e-05,1,0.000263260802703515,157.6150390625,3.03538763573598,"aumento"
620883775,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620883775,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620885118,"pop_density",9,334.503980958266,3.79989554055909,6.39513065904142e-10,1,0.000263260802703515,19.3412019257618,5.78205433321131,"aumento"
620885118,"population",9,2349.69104003906,26.6920007324219,6.39513065904139e-10,1,0.000263260802703515,135.860412597656,5.78205433321129,"aumento"
620885142,"pop_density",9,241.666931045272,1.7243934406517,3.65992107615709e-05,1,0.000263260802703515,7.59211079975257,3.141559652748,"aumento"
620885142,"population",9,509.359313964844,3.63448923746745,3.65992107615717e-05,1,0.000263260802703515,16.0018266950336,3.14155965274802,"aumento"
620885149,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620885149,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620885151,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620885151,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620885167,"pop_density",9,9.39223137625202,0.172791175524945,0.000147781414791035,0.777777777777778,0.00487856447503363,0.815847657938879,8.68640928077779,"aumento"
620885167,"population",9,1.57098995976978,0.0289018861452738,0.000147781414791035,0.777777777777778,0.00487856447503363,0.136462617665529,8.68640928077779,"aumento"
620885175,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620885175,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620886471,"pop_density",9,67.6448615246326,1.00920395340508,5.27703561688037e-09,1,0.000263260802703515,5.12351865290524,7.5741431609547,"aumento"
620886471,"population",9,55.4549848768446,0.827341334025064,5.27703561687967e-09,1,0.000263260802703515,4.20023994445802,7.57414316095475,"aumento"
620886494,"pop_density",9,301.107832042006,3.06157246163374,8.95856283354815e-09,1,0.000263260802703515,15.1094451062623,5.01795154373615,"aumento"
620886494,"population",9,6681.69254557292,67.9374088541667,8.95856283354914e-09,1,0.000263260802703515,335.284094238281,5.01795154373618,"aumento"
620886518,"pop_density",9,0.0412539583772604,0.00110954431410572,9.98616097568726e-06,1,0.000263260802703515,0.0054431971535447,13.1943633233145,"aumento"
620886518,"population",9,0.10442625068956,0.00280859236915907,9.98616097568761e-06,1,0.000263260802703515,0.0137783789208957,13.1943633233145,"aumento"
620886527,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620886527,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620886573,"pop_density",9,5.78966732070682,0.131488380351966,5.72032806613469e-09,1,0.000263260802703515,0.660007423966783,11.3997469527525,"aumento"
620886573,"population",9,162.834547254774,3.69811419169108,5.72032806613416e-09,1,0.000263260802703515,18.5627263387044,11.3997469527525,"aumento"
620887903,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620887903,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620887925,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620887925,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620889232,"pop_density",9,262.452233477277,2.90416081944088,3.80498928266598e-07,1,0.000263260802703515,15.0350784917777,5.72869138607632,"aumento"
620889232,"population",9,6280.29372829861,69.4944856770833,3.80498928266595e-07,1,0.000263260802703515,359.778645833333,5.72869138607631,"aumento"
620889235,"pop_density",9,271.778894645248,2.94095241501573,3.44678222423574e-07,1,0.000263260802703515,15.2451562654068,5.60939666978417,"aumento"
620889235,"population",9,2436.28244357639,26.3633081054688,3.44678222423716e-07,1,0.000263260802703515,136.66074625651,5.60939666978415,"aumento"
620889279,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620889279,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620889281,"pop_density",9,2477.65942265239,28.5124182454618,2.0118649822705e-07,1,0.000263260802703515,139.57401847411,5.63330121961206,"aumento"
620889281,"population",9,1423.15094672309,16.3773417154949,2.01186498227125e-07,1,0.000263260802703515,80.1703796386725,5.63330121961206,"aumento"
620889289,"pop_density",9,0.539622079878348,0.00596823237540585,4.22334170689706e-07,1,0.000263260802703515,0.0298454184586633,5.53080008612539,"aumento"
620889289,"population",9,12.4003822538588,0.137148507436117,4.22334170689682e-07,1,0.000263260802703515,0.6858403523763,5.53080008612539,"aumento"
620889293,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620889293,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620889296,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620889296,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620889297,"pop_density",9,0.0010656809706178,2.32968644176359e-06,0.437890975941515,0.166666666666667,0.602167527748196,2.02713059454193e-05,1.90219272974983,"sin tendencia"
620889297,"population",9,0.0217524530986945,4.75530636807291e-05,0.437890975941489,0.166666666666667,0.602167527748196,0.00041377358138562,1.90219272974988,"sin tendencia"
620889299,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620889299,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620889301,"pop_density",9,0.00269013822390422,-8.07041467171267e-05,0.725369135954555,-0.117851130197758,0.846450596876591,0,0,"sin tendencia"
620889301,"population",9,0.0417561564180586,-0.00125268469254176,0.725369135954555,-0.117851130197758,0.846450596876591,0,0,"sin tendencia"
620889305,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620889305,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620890611,"pop_density",9,197.262593085441,2.46532431878379,1.33512365647934e-09,1,0.000263260802703515,12.2399971175675,6.2049255898537,"aumento"
620890611,"population",9,2309.61866590712,28.8648697916667,1.33512365648018e-09,1,0.000263260802703515,143.31011962891,6.20492558985377,"aumento"
620890641,"pop_density",9,7.58579777094207,0.2172476552436,8.86936497379904e-08,1,0.000263260802703515,1.09088508762302,14.380624432169,"aumento"
620890641,"population",9,62.2172114054362,1.78182225545248,8.86936497379989e-08,1,0.000263260802703515,8.94722350438437,14.380624432169,"aumento"
620890649,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620890649,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620890656,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620890656,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620890657,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620890657,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620890665,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620890665,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620890681,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620890681,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620890702,"pop_density",9,2.08131768546005,0.0464132734706332,3.56078826932215e-08,1,0.000263260802703515,0.229429757779203,11.0232935309196,"aumento"
620890702,"population",9,3.0514583322737,0.068047358194987,3.56078826932248e-08,1,0.000263260802703515,0.336371208940234,11.0232935309196,"aumento"
620892017,"pop_density",9,6.23162799565595,0.170999159756479,1.36668446873498e-07,1,0.000263260802703515,0.857516982402696,13.7607216444959,"aumento"
620892017,"population",9,19.7148568895128,0.540986073811849,1.3666844687349e-07,1,0.000263260802703515,2.71290657917659,13.7607216444959,"aumento"
620892025,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620892025,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620892032,"pop_density",9,0.00357020322267184,9.9450716006518e-05,4.67583855477346e-08,1,0.000263260802703515,0.00051130385433005,14.3214215673528,"aumento"
620892032,"population",9,0.0742682723535432,0.00206879900147518,4.67583855477394e-08,1,0.000263260802703515,0.0106362723745406,14.3214215673527,"aumento"
620892035,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620892035,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620893371,"pop_density",9,146.834010436686,1.67340301568951,6.56536974102351e-09,1,0.000263260802703515,8.3211369064065,5.66703645950919,"aumento"
620893371,"population",9,1363.007941352,15.5336055501301,6.56536974102558e-09,1,0.000263260802703515,77.2421569824208,5.667036459509,"aumento"
620893374,"pop_density",9,258.737886973395,2.14231769160555,5.85697907124241e-05,1,0.000263260802703515,9.76974064547625,3.77592194160603,"aumento"
620893374,"population",9,1386.25408257378,11.4780122884113,5.8569790712426e-05,1,0.000263260802703515,52.34387207031,3.77592194160582,"aumento"
620893391,"pop_density",9,6.52109952496071,0.209936948219827,1.06829334669992e-06,1,0.000263260802703515,1.05159250756646,16.1259999719571,"aumento"
620893391,"population",9,181.365830315484,5.83879892985027,1.06829334669994e-06,1,0.000263260802703515,29.2470537458148,16.1259999719571,"aumento"
620893401,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620893401,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620893406,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620893406,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620893412,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620893412,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620893426,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620893426,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620893432,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620893432,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620894751,"pop_density",9,252.084181254131,2.73824239505966,3.71882734238585e-09,1,0.000263260802703515,13.7718448616287,5.46319280849481,"aumento"
620894751,"population",9,1675.96674262153,18.2050423177082,3.71882734238841e-09,1,0.000263260802703515,91.5612945556631,5.46319280849476,"aumento"
620894802,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620894802,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620894803,"pop_density",9,2.69859675199435,0.039400784026698,1.11591662271185e-07,1,0.000263260802703515,0.189528045587555,7.02320735572988,"aumento"
620894803,"population",9,43.0471585591634,0.628508796691893,1.11591662271174e-07,1,0.000263260802703515,3.02329120635986,7.02320735572986,"aumento"
620894808,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620894808,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620896107,"pop_density",9,2621.31615824219,31.4172872817087,9.08212517218696e-11,1,0.000263260802703515,155.76988506977,5.94243027801067,"aumento"
620896107,"population",9,8795.09716796875,105.411967773437,9.08212517218474e-11,1,0.000263260802703515,522.642517089844,5.94243027801078,"aumento"
620896164,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620896164,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620896175,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620896175,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620896184,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620896184,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620897483,"pop_density",9,1290.52942223618,18.6166724045946,3.98887492946228e-10,1,0.000263260802703515,94.1044145642256,7.29192321715263,"aumento"
620897483,"population",9,8206.6900499132,118.386499023437,3.98887492945943e-10,1,0.000263260802703515,598.425537109375,7.29192321715263,"aumento"
620897538,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
