"comid","variable","n_years","value_mean","ols_slope","ols_pvalue","mk_tau","mk_pvalue","sen_slope","sen_slope_rel","trend_direction"
620622341,"population",9,0.134285679294003,0.00375603104631106,2.21554490744401e-07,1,0.000263260802703515,0.0182287550220887,13.5746083409079,"aumento"
620622350,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620622350,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620622362,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620622362,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620623703,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620623703,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620623710,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620623710,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620623717,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620623717,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620625069,"pop_density",9,51.3242047034564,0.542244826634683,4.03218046608417e-09,1,0.000263260802703515,2.71710170846995,5.29399671006877,"aumento"
620625069,"population",9,1401.76422797309,14.8097648111979,4.0321804660839e-09,1,0.000263260802703515,74.2093521118165,5.29399671006879,"aumento"
620625079,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620625079,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620625091,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620625091,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620625115,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620625115,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620625127,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620625127,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620626402,"pop_density",9,51.8981912986782,0.666150654953614,3.82415202530842e-08,1,0.000263260802703515,3.25336187271581,6.26873844984782,"aumento"
620626402,"population",9,2013.44371202257,25.8439998372396,3.82415202530864e-08,1,0.000263260802703515,126.217520141602,6.26873844984783,"aumento"
620626445,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620626445,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620626459,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620626459,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620626465,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620626465,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620626467,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620626467,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620626503,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620626503,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620627778,"pop_density",9,134.611437064091,1.60072530295014,2.15732629594979e-08,1,0.000263260802703515,7.76149998820679,5.76585478729521,"aumento"
620627778,"population",9,567.89645046658,6.75311279296875,2.15732629595063e-08,1,0.000263260802703515,32.7440846761068,5.76585478729519,"aumento"
620627818,"pop_density",9,758.878485607905,22.3235949250466,3.99503047630117e-08,1,0.000263260802703515,110.464944227196,14.5563415384885,"aumento"
620627818,"population",9,15987.8729383681,470.308232421875,3.9950304763016e-08,1,0.000263260802703515,2327.24938964844,14.5563415384885,"aumento"
620627821,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620627821,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620627839,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620627839,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620627841,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620627841,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620627843,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620627843,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620627878,"pop_density",9,0.323578856175399,0.00692441429345909,1.95995602028827e-07,1,0.000263260802703515,0.0331553254771539,10.2464437476044,"aumento"
620627878,"population",9,5.25018866856893,0.11235122680664,1.95995602028811e-07,1,0.000263260802703515,0.537957628568014,10.2464437476044,"aumento"
620629197,"pop_density",9,2.37636860599259,0.0509982448157312,3.85149109884715e-07,0.944444444444444,0.000580666545949214,0.249661894462091,10.5060256154078,"aumento"
620629197,"population",9,61.3936822679308,1.31754393259684,3.85149109884717e-07,0.944444444444444,0.000580666545949214,6.45003598531088,10.5060256154078,"aumento"
620629250,"pop_density",9,0.456648005623256,0.0102692784118507,2.74498727219484e-08,1,0.000263260802703515,0.0516390316036358,11.3082792364671,"aumento"
620629250,"population",9,31.5400657653809,0.7092852973938,2.74498727219501e-08,1,0.000263260802703515,3.56663870811464,11.3082792364671,"aumento"
620629254,"pop_density",9,0.174933578672473,0.00390813550970304,2.46000574825167e-08,1,0.000263260802703515,0.0193278678905462,11.0486894724389,"aumento"
620629254,"population",9,4.90983414649963,0.109689044952393,2.46000574825197e-08,1,0.000263260802703515,0.542472328458513,11.0486894724389,"aumento"
620629260,"pop_density",9,12.5578823359457,0.290505554632344,1.38106294754953e-09,1,0.000263260802703515,1.45268412326751,11.5679067887851,"aumento"
620629260,"population",9,226.827567206489,5.24727549235025,1.38106294754914e-09,1,0.000263260802703515,26.2392015457151,11.5679067887849,"aumento"
620630561,"pop_density",9,206.700228085,2.23300892308319,1.65455469575039e-08,1,0.000263260802703515,11.0622117969486,5.35181402528474,"aumento"
620630561,"population",9,6853.36219618056,74.0377457682291,1.65455469574971e-08,1,0.000263260802703515,366.77919921875,5.35181402528469,"aumento"
620630626,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620630626,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620633306,"pop_density",9,0.461657805708754,0.00753424270907867,2.63532929416062e-06,1,0.000263260802703515,0.0375861561295235,8.14156192416585,"aumento"
620633306,"population",9,17.577392578125,0.286862564086914,2.63532929416089e-06,1,0.000263260802703515,1.43107430140177,8.14156192416583,"aumento"
620633324,"pop_density",9,154.206712170386,1.45103277877708,5.0998145125975e-08,1,0.000263260802703515,7.0356698279342,4.56249259770245,"aumento"
620633324,"population",9,330.275444878472,3.10777974446614,5.09981451259958e-08,1,0.000263260802703515,15.0687927246094,4.56249259770252,"aumento"
620633354,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620633354,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620633365,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620633365,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620634700,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620634700,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620634717,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620634717,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620634722,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620634722,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620636052,"pop_density",9,10.1580941747645,0.166832374619479,1.79686292426691e-08,1,0.000263260802703515,0.834220863927035,8.21237576236959,"aumento"
620636052,"population",9,324.084016587999,5.32262303670248,1.7968629242665e-08,1,0.000263260802703515,26.6149972279867,8.21237576236959,"aumento"
620636082,"pop_density",9,3822.37178473889,83.1832923575387,6.89455470794856e-06,1,0.000263260802703515,413.695008087455,10.8229924085136,"aumento"
620636082,"population",9,4940.12896050347,107.508168945313,6.89455470794902e-06,1,0.000263260802703515,534.669782366071,10.8229924085136,"aumento"
620636093,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620636093,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620636098,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620636098,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620636115,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620636115,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620637428,"pop_density",9,35.960526766178,0.513712898120474,2.15979414609678e-10,1,0.000263260802703515,2.57392241060111,7.15763266577608,"aumento"
620637428,"population",9,937.071146647136,13.386498413086,2.1597941460964e-10,1,0.000263260802703515,67.0721104939786,7.15763266577615,"aumento"
620637432,"pop_density",9,680.199319218379,7.75954850767357,5.09161660768807e-10,1,0.000263260802703515,39.2710277137398,5.77345883833967,"aumento"
620637432,"population",9,4399.15139431424,50.1844498697916,5.0916166076876e-10,1,0.000263260802703515,253.983194986977,5.77345883833966,"aumento"
620637435,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620637435,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620637458,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620637458,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620637462,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620637462,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620637491,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620637491,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620638811,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620638811,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620638830,"pop_density",9,130.597914771668,1.21936549095943,4.08759052285655e-07,1,0.000263260802703515,5.993354063035,4.58916520490663,"aumento"
620638830,"population",9,4763.62356228299,44.4769596354166,4.08759052285434e-07,1,0.000263260802703515,218.610555013021,4.58916520490655,"aumento"
620638834,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620638834,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620638838,"pop_density",9,4.2143676568778,0.117062552108448,2.69276791140981e-07,1,0.000263260802703515,0.59761881691148,14.1805097601339,"aumento"
620638838,"population",9,88.4697329203289,2.45742506663005,2.69276791140986e-07,1,0.000263260802703515,12.5454591115316,14.1805097601339,"aumento"
620640183,"pop_density",9,106.835022965801,1.20933446426103,9.45137673202571e-08,1,0.000263260802703515,5.90639195635488,5.52851657854332,"aumento"
620640183,"population",9,5070.2418891059,57.3933349609376,9.45137673203028e-08,1,0.000263260802703515,280.309163411458,5.52851657854313,"aumento"
620640198,"pop_density",9,54.4568474561934,0.252837058210735,0.00197618450983905,0.777777777777778,0.00487856447503363,1.47459893472814,2.70783015104638,"aumento"
620640198,"population",9,602.084611680773,2.79541158040365,0.00197618450983907,0.777777777777778,0.00487856447503363,16.3034286499024,2.70783015104636,"aumento"
620640206,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620640206,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620640210,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620640210,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620640211,"pop_density",9,44.2325732973644,0.446858782937828,6.51730721822026e-09,1,0.000263260802703515,2.24031431752184,5.06485187389116,"aumento"
620640211,"population",9,1068.95754665799,10.7991245524088,6.5173072182226e-09,1,0.000263260802703515,54.1411163330084,5.06485187389119,"aumento"
620640214,"pop_density",9,1.78261472226662,0.0426104784477851,1.08324190635503e-07,1,0.000263260802703515,0.21322881881764,11.9615762258777,"aumento"
620640214,"population",9,34.2756396399604,0.81930289586385,1.08324190635513e-07,1,0.000263260802703515,4.099906762441,11.9615762258776,"aumento"
620641582,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620641582,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620641605,"pop_density",9,1.22234832635128,0.0257145328187266,1.3972546581414e-08,1,0.000263260802703515,0.126000484339227,10.3080669906376,"aumento"
620641605,"population",9,34.1487416161431,0.718386828104656,1.39725465814155e-08,1,0.000263260802703515,3.52007516225178,10.3080669906376,"aumento"
620641609,"pop_density",9,35.5184474714331,0.849075386864779,7.18381926948803e-09,1,0.000263260802703515,4.23842071406391,11.9330123240122,"aumento"
620641609,"population",9,1987.9622124566,47.5226228841147,7.18381926949005e-09,1,0.000263260802703515,237.223775809151,11.9330123240122,"aumento"
620642943,"pop_density",9,504.528084270225,5.55018962350549,3.06669238425137e-08,1,0.000263260802703515,28.3980356604726,5.62863328045434,"aumento"
620642943,"population",9,21656.8205295139,238.2413671875,3.06669238425156e-08,1,0.000263260802703515,1218.9830078125,5.6286332804544,"aumento"
620642961,"pop_density",9,0.23033537459867,0.00630436446436168,8.5973745163364e-08,1,0.000263260802703515,0.0321732791536492,13.9680147739821,"aumento"
620642961,"population",9,4.96407429377238,0.135868550936381,8.59737451633631e-08,1,0.000263260802703515,0.693382630745569,13.968014773982,"aumento"
620642985,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620642985,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620643008,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620643008,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620644310,"pop_density",9,136.213291050928,1.55881460046045,5.71321738754656e-09,1,0.000263260802703515,7.60665832443371,5.58437305621644,"aumento"
620644310,"population",9,7264.60633680556,83.1356054687499,5.71321738754489e-09,1,0.000263260802703515,405.68271891276,5.58437305621642,"aumento"
620644316,"pop_density",9,35.2602011950339,0.463253447589906,1.27618207467526e-08,1,0.000263260802703515,2.31819856602161,6.57454718763234,"aumento"
620644316,"population",9,1874.42993164063,24.6265222167969,1.27618207467466e-08,1,0.000263260802703515,123.235280354817,6.57454718763234,"aumento"
620644335,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620644335,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620645672,"pop_density",9,7.49376094133289,0.116388253020389,1.50569759300534e-06,1,0.000263260802703515,0.577252898302173,7.70311333416381,"aumento"
620645672,"population",9,48.9200816684299,0.759795099894207,1.5056975930053e-06,1,0.000263260802703515,3.76836933408466,7.70311333416383,"aumento"
620645686,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620645686,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620645692,"pop_density",9,135.67625992182,1.63370967813093,4.63134143174216e-09,1,0.000263260802703515,8.16819972783501,6.02036032872789,"aumento"
620645692,"population",9,496.738135443793,5.98134043375651,4.63134143174137e-09,1,0.000263260802703515,29.9054256439209,6.02036032872791,"aumento"
620645698,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620645698,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620645704,"pop_density",9,1.48235294244787,0.0198462341668798,1.01881072063537e-05,0.944444444444444,0.000580666545949214,0.0985730753589358,6.64977095105016,"aumento"
620645704,"population",9,25.2851958804661,0.338526611328127,1.01881072063547e-05,0.944444444444444,0.000580666545949214,1.68140761057536,6.64977095105014,"aumento"
620645711,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620645711,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620645734,"pop_density",9,9.94702240280464,0.107910622701253,5.83442143747142e-08,1,0.000263260802703515,0.538916794626713,5.41787052248682,"aumento"
620645734,"population",9,102.590654161241,1.1129583231608,5.83442143747023e-08,1,0.000263260802703515,5.55822881062831,5.41787052248684,"aumento"
620645752,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620645752,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620645763,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620645763,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620647048,"pop_density",9,28.7217562209996,0.420325015698473,3.58763606655627e-08,1,0.000263260802703515,2.08850210225204,7.27149860259956,"aumento"
620647048,"population",9,288.045555962457,4.21536732991536,3.58763606655729e-08,1,0.000263260802703515,20.9452285766601,7.27149860259954,"aumento"
620647068,"pop_density",9,781.45349046914,11.5504149716465,5.09574991748606e-08,1,0.000263260802703515,60.6908983654913,7.76641209050789,"aumento"
620647068,"population",9,27619.6351996528,408.237024739583,5.09574991748589e-08,1,0.000263260802703515,2145.0546875,7.76641209050787,"aumento"
620647080,"pop_density",9,89.5097068659474,2.20659492574968,2.01349047677899e-05,0.944444444444444,0.000580666545949214,11.8219135555812,13.2074095307742,"aumento"
620647080,"population",9,799.514597574869,19.7096484374999,2.01349047677898e-05,0.944444444444444,0.000580666545949214,105.595167160034,13.2074095307741,"aumento"
620647101,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620647101,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620647139,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620647139,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620648502,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620648502,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620649809,"pop_density",9,162.307741307023,2.22399698303079,5.79280051551344e-11,1,0.000263260802703515,11.1614707676636,6.87673346803001,"aumento"
620649809,"population",9,2745.16560872396,37.6152115885417,5.79280051551035e-11,1,0.000263260802703515,188.777722167968,6.87673346802994,"aumento"
620649813,"pop_density",9,41.9987865672805,0.485778740161271,3.64663107729125e-09,1,0.000263260802703515,2.44064057510466,5.81121688169453,"aumento"
620649813,"population",9,1440.01900227865,16.6559720865886,3.64663107728973e-09,1,0.000263260802703515,83.6826273600267,5.81121688169459,"aumento"
620649831,"pop_density",9,2.62297296406846,0.0320005762904132,1.84584380001639e-06,1,0.000263260802703515,0.147279316762102,5.6149765468287,"aumento"
620649831,"population",9,47.4050072564019,0.578346621195474,1.84584380001663e-06,1,0.000263260802703515,2.66178003946938,5.61497654682864,"aumento"
620649844,"pop_density",9,52.0876641609924,1.22835786332697,3.03814493676429e-09,1,0.000263260802703515,6.11401038446934,11.7379239076112,"aumento"
620649844,"population",9,3678.76475694444,86.7545068359374,3.03814493676468e-09,1,0.000263260802703515,431.810607910156,11.7379239076112,"aumento"
620649849,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620649849,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620649859,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620649859,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620649860,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620649860,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620651185,"pop_density",9,749.253766816782,7.6618898617757,4.33252489737589e-08,1,0.000263260802703515,39.4290769050044,5.26244627004273,"aumento"
620651185,"population",9,3455.87849934896,35.3399096679688,4.33252489737626e-08,1,0.000263260802703515,181.863749186198,5.26244627004273,"aumento"
620651189,"pop_density",9,0.0147370452640274,0.000184216796083343,1.03788312875011e-05,0.888888888888889,0.00122938491894486,0.000947160274463147,6.42707040315014,"aumento"
620651189,"population",9,0.434880478514565,0.00543611605962117,1.03788312875019e-05,0.888888888888889,0.00122938491894486,0.0279500745236874,6.42707040315014,"aumento"
620651207,"pop_density",9,16.7189473748884,0.241886721409995,3.45827296976453e-06,1,0.000263260802703515,1.12784822852937,6.74592845613821,"aumento"
620651207,"population",9,133.198630438911,1.92709381103515,3.45827296976394e-06,1,0.000263260802703515,8.985484313965,6.74592845613833,"aumento"
620651216,"pop_density",9,8.66540808551813,0.208565962512017,5.3427795298089e-08,1,0.000263260802703515,0.956524682191947,11.0384262662773,"aumento"
620651216,"population",9,389.843929714627,9.38307505289714,5.34277952980789e-08,1,0.000263260802703515,43.0326347351075,11.0384262662774,"aumento"
620651220,"pop_density",9,1.51072097166665,0.0169605632839981,0.000429707450781835,0.833333333333333,0.00249902885761126,0.0942555133403318,6.23910802246611,"aumento"
620651220,"population",9,10.0202261606852,0.112495082219442,0.00042970745078184,0.833333333333333,0.00249902885761126,0.625172734260557,6.23910802246608,"aumento"
620651225,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620651225,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620651227,"pop_density",9,112.042234845989,1.15151325657177,9.93751906299883e-08,1,0.000263260802703515,5.75998909614962,5.14090878682237,"aumento"
620651227,"population",9,8510.369140625,87.4652571614583,9.93751906299299e-08,1,0.000263260802703515,437.510314941406,5.14090878682233,"aumento"
620651235,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620651235,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620651236,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620651236,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620651256,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620651256,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620652565,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620652565,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620652596,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620652596,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620652602,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620652602,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620652607,"pop_density",9,0.207875210052352,0.00215125236055811,5.14626306065006e-07,1,0.000263260802703515,0.010751522761605,5.17210434033827,"aumento"
620652607,"population",9,2.24096916781531,0.0231912704308827,5.14626306064887e-07,1,0.000263260802703515,0.115905263594219,5.17210434033829,"aumento"
620652622,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620652622,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620652628,"pop_density",9,0.229567555409787,0.00625401381414465,1.94899506044108e-07,1,0.000263260802703515,0.031635724190772,13.7805728402261,"aumento"
620652628,"population",9,1.72177555163701,0.0469056181112925,1.94899506044108e-07,1,0.000263260802703515,0.237270534038544,13.7805728402261,"aumento"
620653963,"pop_density",9,41.1005054077858,0.467239175258226,2.96779519447261e-08,1,0.000263260802703515,2.33292265143,5.67614103107372,"aumento"
620653963,"population",9,1242.37053087023,14.1235290527345,2.96779519447159e-08,1,0.000263260802703515,70.5187034606937,5.67614103107375,"aumento"
620653975,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620653975,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620653983,"pop_density",9,25.1904673518541,0.255916127184141,3.2093198956211e-09,1,0.000263260802703515,1.2825533147252,5.09142326266051,"aumento"
620653983,"population",9,386.251505533854,3.92402364095052,3.20931989562083e-09,1,0.000263260802703515,19.6656990051268,5.09142326266045,"aumento"
620653984,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620653984,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620653998,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620653998,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620654004,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620654004,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620655299,"pop_density",9,0.0420131427186095,0.00129073002330005,6.58248969528179e-05,1,0.000263260802703515,0.00668928044178158,15.9218758915138,"aumento"
620655299,"population",9,1.56338114870919,0.0480302794774372,6.58248969528183e-05,1,0.000263260802703515,0.2489196062088,15.9218758915138,"aumento"
620655311,"pop_density",9,88.2653064558138,0.832292066482895,1.13331245010042e-06,1,0.000263260802703515,4.24552801304757,4.80996235499722,"aumento"
620655311,"population",9,5739.07872178819,54.1162760416666,1.13331245010037e-06,1,0.000263260802703515,276.047526041667,4.8099623549972,"aumento"
620655327,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620655327,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620655351,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620655351,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620655356,"pop_density",9,40.0248805328464,0.445427592319051,1.67211315368074e-09,1,0.000263260802703515,2.30663739384176,5.76300881635067,"aumento"
620655356,"population",9,821.85341389974,9.14621561686197,1.67211315368073e-09,1,0.000263260802703515,47.3634847005207,5.76300881635064,"aumento"
620655359,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620655359,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620655374,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620655374,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620655380,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620655380,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620656675,"pop_density",9,0.00012840637106888,1.35421487141936e-05,0.0263764044158648,0.645497224367903,0.0425827975150111,0,0,"disminucion"
620656675,"population",9,0.000155948852706287,1.64468673756346e-05,0.0263764044158648,0.645497224367903,0.0425827975150111,0,0,"disminucion"
620656687,"pop_density",9,28.1544720818263,0.379588437305296,5.27013090837352e-07,1,0.000263260802703515,1.89303507818159,6.72374560133748,"aumento"
620656687,"population",9,660.695417616102,8.9077266438802,5.27013090837337e-07,1,0.000263260802703515,44.4234790802004,6.72374560133739,"aumento"
620656703,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620656703,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620656721,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620656721,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620656731,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620656731,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620656756,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620656756,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620656779,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620656779,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620658052,"pop_density",9,0.00283070711342443,3.47560100958181e-05,0.00098643804593348,0.611111111111111,0.028567681801513,0.000167261812304098,5.90883498723236,"aumento"
620658052,"population",9,0.0328785706725385,0.000403689922144016,0.000986438045933475,0.611111111111111,0.028567681801513,0.00194274048720086,5.90883498723233,"aumento"
620658107,"pop_density",9,1.63130871931691,0.0362568345797919,1.60559735857958e-08,1,0.000263260802703515,0.18219336456456,11.1685398604901,"aumento"
620658107,"population",9,45.1971018049452,1.00453324635824,1.60559735858014e-08,1,0.000263260802703515,5.04785633087157,11.16853986049,"aumento"
620659428,"pop_density",9,0.175527066522164,0.00244546792796224,1.06104998342651e-05,0.944444444444444,0.000580666545949214,0.0127772027842657,7.27933477008929,"aumento"
620659428,"population",9,2.23070079750485,0.0310784391562143,1.06104998342659e-05,0.944444444444444,0.000580666545949214,0.16238017876943,7.27933477008931,"aumento"
620659478,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620659478,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620659483,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620659483,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620659501,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620659501,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620659504,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620659504,"population",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
620659506,"pop_density",9,0,0,NA,NA,NA,0,NA,"sin tendencia"
